reference						Dissection Angular gyrus AnG	Dissection Anterior cingulate cortex ACC	Dissection Dorsolateral prefrontal cortex DFC	Dissection Primary auditory cortexA1	Dissection Primary somatosensory cortex S1	Dissection Primary visual cortexV1	Human Multiple Cortical Areas SMART-seq	Single-nucleus transcriptome data from the dlPFC	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	whole cortex
nagy B3	nagy	male	late adult	None	subclass	0.8666917381339744	0.8001885480599854	0.746483164897669	0.7998085197600054	0.7916015256221441	0.8043163022544466	0.7773942569988908	0.8316052075072694	0.7923869944488501	0.7986782976473698	0.7592991201238625
nagy B4	nagy	male	late adult	None	class	0.7960917403551256	0.8448603655161666	0.7975421236121215	0.8196727491658368	0.8016780710329097	0.9220579949892712	0.7154943417502316	0.947103076135334	0.9164053929821298	0.9403896181399968	0.8229288735375945
nagy B4	nagy	male	late adult	None	family	0.9785966612284472	0.9574954344646768	0.8259266137550141	1.0	0.8963539021142707	0.9893308639052706	0.9785196881971076	1.0	0.9893626530794672	0.9788146441372249	0.8683624296696255
nagy B4	nagy	male	late adult	None	subclass	0.795595462439493	0.7929741498150842	0.7610626065823197	0.8082071538292737	0.7968602484731518	0.8339989759344597	0.722806169707221	0.8428059395801332	0.8134250573274964	0.8311800907992124	0.8123740426941388
nagy B5	nagy	male	late adult	None	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nagy B5	nagy	male	late adult	None	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nagy B5	nagy	male	late adult	None	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
nagy B6	nagy	male	late adult	None	class	0.8099880739415624	0.7592756836659276	0.6903123909875599	0.8160247237592416	0.8020721082775897	0.7996085394214818	0.7368460996367973	0.8996484310045847	0.7441069355547975	0.7215751703898922	0.769619609276892
nagy B6	nagy	male	late adult	None	family	0.9003647970816232	0.8764249886000912	0.71271050521251	0.9108150824113797	0.8625744469654	0.8996403627073671	0.9279005877843088	0.9761250377529448	0.897553609181516	0.942151425706894	0.8165347362210531
nagy B6	nagy	male	late adult	None	subclass	0.8017889087656528	0.7260751632561049	0.6243321138669977	0.7807846408447401	0.7483770573185168	0.761143830329877	0.7068276684555754	0.8168355074939867	0.7088180309110542	0.6724572036932661	0.6985901695204021
pineda 191112 ALS 110 snRNA-B9	pineda	female	late adult	ALS	class	0.9072941176470588	0.9072941176470588	0.8931111111111112	0.9072941176470588	0.9072941176470588	0.9072941176470588	0.931157894736842	0.922	0.922	0.922	0.922
pineda 191112 ALS 110 snRNA-B9	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 110 snRNA-B9	pineda	female	late adult	ALS	subclass	0.8611666666666667	0.8695	0.8547941176470588	0.8611666666666667	0.8695	0.8695	0.8820467836257311	0.8933888888888889	0.8795000000000001	0.8795000000000001	0.8795000000000001
pineda 191112 ALS 111 snRNA-B10	pineda	female	late adult	ALS	class	0.9332659932659932	0.9332659932659932	0.9165993265993264	0.9332659932659932	0.9332659932659932	0.9332659932659932	0.9155776223776224	0.92993265993266	0.9332659932659932	0.9332659932659932	0.92993265993266
pineda 191112 ALS 111 snRNA-B10	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 111 snRNA-B10	pineda	female	late adult	ALS	subclass	0.904074074074074	0.8971296296296296	0.8474074074074074	0.904074074074074	0.904074074074074	0.904074074074074	0.8925333333333333	0.8862962962962964	0.8971296296296296	0.904074074074074	0.894074074074074
pineda 191112 ALS 112 snRNA-D1	pineda	female	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 112 snRNA-D1	pineda	female	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 112 snRNA-D1	pineda	female	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 114 snRNA-B12	pineda	female	late adult	ALS	class	0.8739498894620487	0.8739498894620487	0.8595054450176042	0.8739498894620487	0.8739498894620487	0.8739498894620487	0.9009052631578948	0.8739498894620487	0.8739498894620487	0.8739498894620487	0.8739498894620487
pineda 191112 ALS 114 snRNA-B12	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 114 snRNA-B12	pineda	female	late adult	ALS	subclass	0.803715775749674	0.803715775749674	0.774604664638563	0.803715775749674	0.803715775749674	0.803715775749674	0.8401052631578948	0.7637157757496741	0.803715775749674	0.803715775749674	0.803715775749674
pineda 191112 ALS 115 snRNA-C1	pineda	female	late adult	ALS	class	0.8792307692307694	0.8792307692307694	0.8747863247863248	0.8792307692307694	0.8792307692307694	0.8792307692307694	0.905563909774436	0.8892307692307692	0.8792307692307694	0.8792307692307694	0.8892307692307692
pineda 191112 ALS 115 snRNA-C1	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 115 snRNA-C1	pineda	female	late adult	ALS	subclass	0.8531623931623932	0.8531623931623932	0.8487179487179488	0.8531623931623932	0.8531623931623932	0.8531623931623932	0.8308020050125313	0.8631623931623932	0.8531623931623932	0.8531623931623932	0.8631623931623932
pineda 191112 ALS 116 snRNA-C2	pineda	male	late adult	ALS	class	0.96	0.96	0.9457142857142856	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96
pineda 191112 ALS 116 snRNA-C2	pineda	male	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 116 snRNA-C2	pineda	male	late adult	ALS	subclass	0.9009523809523812	0.8933333333333334	0.8503137254901961	0.9142857142857144	0.9009523809523812	0.9009523809523812	0.895	0.9066666666666668	0.9009523809523812	0.9009523809523812	0.8942857142857144
pineda 191112 ALS 117 snRNA-C3	pineda	male	late adult	ALS	class	0.9206666666666666	0.9206666666666666	0.9075555555555554	0.9206666666666666	0.9206666666666666	0.9206666666666666	0.9654516129032258	0.9075555555555554	0.9075555555555554	0.9075555555555554	0.9206666666666666
pineda 191112 ALS 117 snRNA-C3	pineda	male	late adult	ALS	family	1.0	1.0	0.9900580392156862	1.0	1.0	1.0	0.9900580392156862	0.9900580392156862	0.9900580392156862	0.9900580392156862	1.0
pineda 191112 ALS 117 snRNA-C3	pineda	male	late adult	ALS	subclass	0.8886666666666667	0.8886666666666667	0.8755555555555555	0.8886666666666667	0.8886666666666667	0.8886666666666667	0.9407849462365592	0.8755555555555555	0.8755555555555555	0.8755555555555555	0.8886666666666667
pineda 191112 ALS 118 snRNA-C4	pineda	male	late adult	ALS	class	0.9357142857142856	0.9446949602122016	0.9213188918361334	0.9446949602122016	0.9446949602122016	0.9446949602122016	0.9571428571428572	0.9446949602122016	0.9446949602122016	0.9446949602122016	0.9446949602122016
pineda 191112 ALS 118 snRNA-C4	pineda	male	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 118 snRNA-C4	pineda	male	late adult	ALS	subclass	0.8871746031746032	0.8921992337164751	0.8410087575259989	0.8921992337164751	0.8921992337164751	0.9026436781609196	0.893900432900433	0.8998182813355226	0.8921992337164751	0.8921992337164751	0.8921992337164751
pineda 191112 ALS 120 snRNA-A1	pineda	male	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9217279046673288	nan
pineda 191112 ALS 120 snRNA-A1	pineda	male	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan
pineda 191112 ALS 120 snRNA-A1	pineda	male	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8431226415094341	nan
pineda 191112 ALS 122 snRNA-D2	pineda	male	late adult	ALS	class	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 122 snRNA-D2	pineda	male	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 122 snRNA-D2	pineda	male	late adult	ALS	subclass	0.9833333333333332	0.9766666666666666	0.9545833333333332	0.9833333333333332	0.9833333333333332	0.9833333333333332	0.9766666666666666	0.9833333333333332	0.9833333333333332	0.9766666666666666	0.9833333333333332
pineda 191112 ALS 124 snRNA-A3	pineda	male	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 124 snRNA-A3	pineda	male	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 124 snRNA-A3	pineda	male	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 126 snRNA-A6	pineda	male	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 126 snRNA-A6	pineda	male	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 126 snRNA-A6	pineda	male	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 127 snRNA-A4	pineda	male	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 127 snRNA-A4	pineda	male	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 127 snRNA-A4	pineda	male	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191112 ALS 128 snRNA-A7	pineda	male	late adult	ALS	class	0.8489473684210526	0.8489473684210526	0.8312778768956289	0.8489473684210526	0.8489473684210526	0.8489473684210526	0.896875	0.8589473684210526	0.8489473684210526	0.8489473684210526	0.8589473684210526
pineda 191112 ALS 128 snRNA-A7	pineda	male	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 128 snRNA-A7	pineda	male	late adult	ALS	subclass	0.8171291866028707	0.8171291866028707	0.7987200956937799	0.8171291866028707	0.8171291866028707	0.8171291866028707	0.8615972222222221	0.8271291866028707	0.8171291866028707	0.8171291866028707	0.8271291866028707
pineda 191112 ALS 129 snRNA-A2	pineda	male	late adult	ALS	class	0.8128482972136223	0.8128482972136223	0.8128482972136223	0.8128482972136223	0.8128482972136223	0.8128482972136223	0.8393181818181819	0.8128482972136223	0.8128482972136223	0.793409090909091	0.8128482972136223
pineda 191112 ALS 129 snRNA-A2	pineda	male	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 129 snRNA-A2	pineda	male	late adult	ALS	subclass	0.7993921568627451	0.7993921568627451	0.776892156862745	0.7993921568627451	0.7993921568627451	0.7993921568627451	0.8140974025974027	0.7993921568627451	0.7993921568627451	0.7848333333333334	0.7993921568627451
pineda 191112 ALS 130 snRNA-A5	pineda	male	late adult	ALS	class	0.9014285714285714	0.9014285714285714	0.9014285714285714	0.9014285714285714	0.9014285714285714	0.9014285714285714	0.8766379310344828	0.9014285714285714	0.9014285714285714	0.9014285714285714	0.9014285714285714
pineda 191112 ALS 130 snRNA-A5	pineda	male	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191112 ALS 130 snRNA-A5	pineda	male	late adult	ALS	subclass	0.8077142857142857	0.8077142857142857	0.7668051948051949	0.8077142857142857	0.8077142857142857	0.8077142857142857	0.807923645320197	0.7777142857142857	0.8077142857142857	0.8077142857142857	0.8077142857142857
pineda 191113 FTLD 202 snRNA-D3	pineda	female	late adult	FTLD	class	0.9688	0.9688	0.9548	0.9688	0.9688	0.9688	0.9688833333333332	0.9584102564102563	0.9688	0.9688	0.9588
pineda 191113 FTLD 202 snRNA-D3	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	0.99008793761407	0.99008793761407	1.0	1.0	1.0
pineda 191113 FTLD 202 snRNA-D3	pineda	female	late adult	FTLD	subclass	0.9268	0.9268	0.9128	0.9268	0.9268	0.9208000000000002	0.915847619047619	0.9030769230769232	0.9268	0.9268	0.9034666666666668
pineda 191113 FTLD 204 snRNA-D4	pineda	female	late adult	FTLD	class	0.8402941176470589	0.8402941176470589	0.8310595647193586	0.8402941176470589	0.8402941176470589	0.8402941176470589	0.8428378378378377	0.855	0.8202223473121306	0.8202223473121306	0.8330213903743316
pineda 191113 FTLD 204 snRNA-D4	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	0.990050861361772	1.0	1.0	1.0	0.9694597839135654
pineda 191113 FTLD 204 snRNA-D4	pineda	female	late adult	FTLD	subclass	0.8095798319327732	0.8095798319327732	0.8002116402116403	0.8095798319327732	0.8095798319327732	0.8095798319327732	0.812123552123552	0.7762857142857144	0.7950343773873186	0.7950343773873186	0.802307104660046
pineda 191113 FTLD 207 snRNA-D5	pineda	female	late adult	FTLD	class	0.8707631160572338	0.8707631160572338	0.8502176615117791	0.8707631160572338	0.8707631160572338	0.8707631160572338	nan	0.8707631160572338	0.8707631160572338	nan	0.8707631160572338
pineda 191113 FTLD 207 snRNA-D5	pineda	female	late adult	FTLD	family	1.0	1.0	0.9898703212496316	1.0	1.0	1.0	nan	1.0	1.0	nan	1.0
pineda 191113 FTLD 207 snRNA-D5	pineda	female	late adult	FTLD	subclass	0.8238513513513513	0.81492277992278	0.8102503412503412	0.81492277992278	0.8238513513513513	0.8307957957957959	nan	0.7863513513513513	0.8307957957957959	nan	0.7738513513513513
pineda 191113 FTLD 209 snRNA-D6	pineda	female	late adult	FTLD	class	0.8089440993788819	0.8089440993788819	0.8044996549344375	0.8089440993788819	0.8089440993788819	0.8089440993788819	0.8778468298807283	0.8189440993788818	0.8089440993788819	0.8249731182795699	0.8189440993788818
pineda 191113 FTLD 209 snRNA-D6	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 209 snRNA-D6	pineda	female	late adult	FTLD	subclass	0.7666071428571428	0.7666071428571428	0.7621626984126985	0.7666071428571428	0.7666071428571428	0.7666071428571428	0.8492542372881356	0.7766071428571428	0.7666071428571428	0.7839682163187855	0.7766071428571428
pineda 191113 FTLD 211 snRNA-D7	pineda	female	late adult	FTLD	class	0.8518412698412697	0.8518412698412697	0.8596521739130435	0.8518412698412697	0.843505039193729	0.8596521739130435	0.843505039193729	0.843505039193729	0.8285714285714285	0.8440909090909091	0.829047619047619
pineda 191113 FTLD 211 snRNA-D7	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 211 snRNA-D7	pineda	female	late adult	FTLD	subclass	0.8121388888888889	0.8121388888888889	0.8169021739130434	0.8121388888888889	0.7967287234042553	0.7844021739130435	0.7743512724238631	0.7966846057571965	0.7964880952380952	0.8071590909090909	0.7870833333333332
pineda 191113 FTLD 214 snRNA-D9	pineda	female	late adult	FTLD	class	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334	0.9783333333333334
pineda 191113 FTLD 214 snRNA-D9	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 214 snRNA-D9	pineda	female	late adult	FTLD	subclass	0.9716666666666668	0.9716666666666668	0.933095238095238	0.9716666666666668	0.9716666666666668	0.9716666666666668	0.9716666666666668	0.9516666666666668	0.9716666666666668	0.9716666666666668	0.9716666666666668
pineda 191113 FTLD 216 snRNA-H3	pineda	male	late adult	FTLD	class	0.9797619047619048	0.9797619047619048	0.9797619047619048	0.9797619047619048	0.9797619047619048	0.9797619047619048	0.99	0.9797619047619048	0.9797619047619048	0.9797619047619048	0.9797619047619048
pineda 191113 FTLD 216 snRNA-H3	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 216 snRNA-H3	pineda	male	late adult	FTLD	subclass	0.9589285714285714	0.9589285714285714	0.938095238095238	0.9589285714285714	0.9589285714285714	0.9589285714285714	0.952051282051282	0.9189285714285714	0.9589285714285714	0.9589285714285714	0.9349285714285712
pineda 191113 FTLD 217 snRNA-D11	pineda	male	late adult	FTLD	class	0.8460451977401129	0.8539999999999999	0.842045197740113	0.8539999999999999	0.8702867383512546	0.8539999999999999	0.8720621225194134	0.8481504702194357	0.8381504702194357	0.8381504702194357	0.8495402298850574
pineda 191113 FTLD 217 snRNA-D11	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9899916539157048
pineda 191113 FTLD 217 snRNA-D11	pineda	male	late adult	FTLD	subclass	0.7803309120258273	0.7856190476190476	0.7662404142882708	0.7856190476190476	0.7956835637480799	0.7856190476190476	0.8211539697846351	0.8052805949966193	0.7748604269293924	0.7748604269293924	0.7838259441707717
pineda 191113 FTLD 218 snRNA-H4	pineda	male	late adult	FTLD	class	0.9577777777777776	0.9577777777777776	0.9542169669028716	0.9577777777777776	0.9577777777777776	0.9428092243186582	0.969185520361991	0.9577777777777776	0.9577777777777776	0.9577777777777776	0.9428092243186582
pineda 191113 FTLD 218 snRNA-H4	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 218 snRNA-H4	pineda	male	late adult	FTLD	subclass	0.9284444444444444	0.9284444444444444	0.9219472537553034	0.9284444444444444	0.9284444444444444	0.9137076023391814	0.9476470588235294	0.9184444444444444	0.9284444444444444	0.9284444444444444	0.9137076023391814
pineda 191113 FTLD 222 snRNA-E1	pineda	male	late adult	FTLD	class	0.9445887445887446	0.9445887445887446	0.9343912997571536	0.9445887445887446	0.9445887445887446	0.9445887445887446	0.9445887445887446	0.9445887445887446	0.9445887445887446	0.9445887445887446	0.9445887445887446
pineda 191113 FTLD 222 snRNA-E1	pineda	male	late adult	FTLD	family	1.0	1.0	0.9898752060277844	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 222 snRNA-E1	pineda	male	late adult	FTLD	subclass	0.9009523809523812	0.9009523809523812	0.8494978354978354	0.9009523809523812	0.9009523809523812	0.9009523809523812	0.9099523809523812	0.862063492063492	0.9009523809523812	0.9009523809523812	0.9009523809523812
pineda 191113 FTLD 224 snRNA-E2	pineda	male	late adult	FTLD	class	0.9353846153846154	0.9353846153846154	0.8873504273504272	0.94	0.94	0.94	1.0	1.0	0.94	0.94	0.98
pineda 191113 FTLD 224 snRNA-E2	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191113 FTLD 224 snRNA-E2	pineda	male	late adult	FTLD	subclass	0.9353846153846154	0.9353846153846154	0.8773504273504273	0.94	0.94	0.94	0.972	0.9688888888888888	0.94	0.94	0.962857142857143
pineda 191113 FTLD 225 snRNA-H5	pineda	male	late adult	FTLD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191113 FTLD 225 snRNA-H5	pineda	male	late adult	FTLD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
